timestamp,source_ip,destination_ip,source_port,destination_port,protocol,packet_count,byte_count,duration,failed_connections,connection_rate,authentication_failures,service,status,label,attack_type,event_id
2026-08-01 00:04:20+00:00,10.0.0.189,172.185.91.26,34470,443,TCP,3089,28518342,100.00868851756206,0,0.7289977644422454,0,https,SUCCESS,anomaly,data_exfiltration,evt_000023
2026-08-03 18:37:29+00:00,10.0.0.7,117.129.132.254,51910,25,TCP,118,48667,6.032934888719979,0,2.926965795259112,0,smtp,SUCCESS,normal,none,evt_000024
2026-08-02 10:32:07+00:00,10.0.7.24,10.0.19.4,39629,80,TCP,171,36974,0.9233921406968184,1,3.7348139041181407,0,http,SUCCESS,normal,none,evt_000025
2026-08-01 11:43:40+00:00,10.0.12.80,64.193.100.72,11191,443,TCP,139,38802,6.0066109906022085,0,3.0263792766863804,0,https,SUCCESS,normal,none,evt_000026
2026-08-01 12:35:08+00:00,10.0.19.221,36.191.110.250,38211,443,TCP,102,75986,0.38690459573413094,0,4.7454270732005455,0,https,SUCCESS,normal,none,evt_000027
2026-08-03 06:56:23+00:00,10.0.6.218,10.0.1.193,30101,80,TCP,120,28491,2.221707693218959,0,3.5854600104234797,0,http,SUCCESS,normal,none,evt_000028
2026-08-01 05:37:46+00:00,10.0.9.64,30.144.15.128,26256,5432,TCP,172,82095,7.819740971416506,0,5.059712977772499,0,sql,SUCCESS,normal,none,evt_000029
2026-08-03 06:17:00+00:00,10.0.15.50,10.0.16.152,57856,80,TCP,156,44244,1.0785336935443828,0,3.244995618388592,0,http,SUCCESS,normal,none,evt_000030
2026-08-02 19:19:01+00:00,10.0.2.125,166.64.131.170,35855,80,TCP,60,33773,3.421532236687064,0,4.70548531910584,0,http,SUCCESS,normal,none,evt_000031
2026-08-02 04:01:42+00:00,10.0.6.202,10.0.19.128,29868,443,TCP,143,54016,2.188843341427585,0,0.7701088054649574,0,https,FAILED,normal,none,evt_000032
2026-08-03 05:59:22+00:00,10.0.15.16,10.0.19.218,62402,80,TCP,143,34778,2.8199739831835267,0,4.2388247685222264,0,http,FAILED,normal,none,evt_000033
2026-08-01 00:16:10+00:00,59.146.54.236,10.0.15.88,65120,418,TCP,1,73,0.028714958595681447,1,136.51927649535313,0,unknown,REFUSED,anomaly,port_scan,evt_000034
2026-08-03 22:40:36+00:00,10.0.7.9,10.0.11.196,3839,53,UDP,175,69900,1.734160904642862,0,1.4613485244677735,0,dns,SUCCESS,normal,none,evt_000035
2026-08-02 01:54:24+00:00,10.0.8.93,10.0.0.94,65118,443,TCP,212,49902,2.4442783668304653,0,2.869025818126399,0,https,FAILED,normal,none,evt_000036
2026-08-01 23:20:01+00:00,10.0.5.58,89.87.198.59,26514,22,TCP,123,24628,1.0927346468627044,1,3.8163846252406115,0,ssh,SUCCESS,normal,none,evt_000037
2026-08-03 10:03:41+00:00,10.0.3.228,10.0.3.199,5993,80,TCP,1,49924,4.374915622431846,0,4.13140138079705,0,http,SUCCESS,normal,none,evt_000038
2026-08-01 15:58:45+00:00,10.0.11.58,10.0.3.182,3666,80,TCP,93,56174,0.9479249106988309,0,3.114399539004844,0,http,SUCCESS,normal,none,evt_000039
2026-08-01 12:14:40+00:00,10.0.15.254,10.0.0.200,32246,80,TCP,144,38087,6.654121819594659,0,4.030176029114484,0,http,SUCCESS,normal,none,evt_000040
2026-08-02 18:11:54+00:00,10.0.15.155,10.0.7.150,38766,3389,TCP,133,40810,3.696438928737366,0,2.197372152707676,0,rdp,SUCCESS,normal,none,evt_000041
2026-08-03 11:37:09+00:00,10.0.5.89,70.118.29.155,54758,3389,TCP,123,47677,11.819758310149545,0,1.3009478781282906,2,rdp,SUCCESS,normal,none,evt_000042
2026-08-01 04:50:14+00:00,10.0.17.245,125.140.181.61,33924,443,TCP,44,46901,0.05662446151416464,0,2.8268231166533746,0,https,SUCCESS,normal,none,evt_000043
2026-08-03 02:30:02+00:00,10.0.10.171,161.198.130.13,57173,80,TCP,105,74593,0.032755951282145986,0,5.036030084678946,0,http,SUCCESS,normal,none,evt_000044
2026-08-03 15:27:08+00:00,10.0.10.19,10.0.15.156,4965,53,UDP,119,79211,1.7971043711046764,0,2.559762658781887,0,dns,SUCCESS,normal,none,evt_000045
2026-08-01 10:30:50+00:00,10.0.16.164,10.0.2.189,9089,80,TCP,159,53892,1.1047015636292397,0,1.3655186334890694,0,http,SUCCESS,normal,none,evt_000046
2026-08-01 15:43:09+00:00,10.0.16.128,10.0.17.49,20691,443,TCP,148,69662,6.635957637501439,0,2.2815216023088176,0,https,SUCCESS,normal,none,evt_000047
2026-08-02 03:31:45+00:00,10.0.16.225,10.0.2.53,60427,443,TCP,129,51649,1.1129482380862923,0,1.0248195667995808,0,https,SUCCESS,normal,none,evt_000048
2026-08-03 14:03:42+00:00,10.0.19.34,10.0.17.23,48605,443,TCP,121,50901,1.8843768192852002,0,3.7213247328240167,0,https,SUCCESS,normal,none,evt_000049
2026-08-03 01:44:31+00:00,10.0.4.110,10.0.1.11,57253,53,UDP,139,57028,0.8163251419253627,0,1.2720546987936385,0,dns,FAILED,normal,none,evt_000050
2026-08-01 07:56:19+00:00,10.0.14.18,216.220.208.10,46529,25,TCP,38,47330,1.1110380326371523,0,2.9406348995510694,0,smtp,SUCCESS,normal,none,evt_000051
2026-08-02 09:23:28+00:00,10.0.18.78,52.144.129.136,11056,22,TCP,176,37830,0.9212770318098161,0,4.184470723608678,0,ssh,SUCCESS,normal,none,evt_000052
2026-08-03 19:37:40+00:00,10.0.6.134,110.233.93.192,15675,53,UDP,114,31347,1.7457010351761226,0,3.569444022166776,0,dns,SUCCESS,normal,none,evt_000053
2026-08-01 06:33:20+00:00,10.0.10.118,10.0.16.214,47985,80,TCP,120,46441,0.6077046492866203,0,2.4701062375824048,0,http,SUCCESS,normal,none,evt_000054
2026-08-03 07:57:13+00:00,10.0.13.175,10.0.5.82,25637,443,TCP,163,53213,2.8397546293088807,1,4.897438554430095,0,https,SUCCESS,normal,none,evt_000055
2026-08-01 11:41:30+00:00,10.0.18.146,28.56.246.203,48901,25,TCP,60,54738,1.3462638109275802,0,2.9242932567796682,0,smtp,SUCCESS,normal,none,evt_000056
2026-08-03 21:53:41+00:00,10.0.4.154,100.120.80.60,32531,80,TCP,156,19199,2.360295273006449,0,1.7647868968899723,0,http,SUCCESS,normal,none,evt_000057
2026-08-03 19:12:51+00:00,10.0.4.215,141.226.174.206,18840,80,TCP,81,21463,3.175031370002719,0,1.4836937255988891,0,http,SUCCESS,normal,none,evt_000058
2026-08-01 19:55:40+00:00,10.0.11.210,35.77.16.49,32977,3389,TCP,77,39810,2.506983941709838,0,4.2703199024717495,0,rdp,SUCCESS,normal,none,evt_000059
2026-08-03 09:54:08+00:00,10.0.8.227,63.95.16.207,51824,80,TCP,134,64232,0.19359620271791517,0,3.5825485871453524,0,http,SUCCESS,normal,none,evt_000060
2026-08-03 05:54:17+00:00,10.0.16.25,10.0.14.153,52453,5432,TCP,114,26856,0.5886423573737442,0,3.310507531964894,0,sql,SUCCESS,normal,none,evt_000061
2026-08-03 05:18:22+00:00,10.0.14.226,170.37.178.239,15522,21,TCP,58,29434,0.5891382295631612,0,1.1779344361588753,0,ftp,SUCCESS,normal,none,evt_000062
2026-08-01 14:27:41+00:00,10.0.16.254,10.0.12.158,18729,443,TCP,201,50080,1.132650286891608,0,2.991785900675823,0,https,SUCCESS,normal,none,evt_000063
2026-08-02 23:10:46+00:00,10.0.13.209,31.45.133.30,36995,80,TCP,224,48732,2.2588616947449265,0,1.8720782536951985,0,http,SUCCESS,normal,none,evt_000064
2026-08-01 13:16:08+00:00,10.0.15.167,146.58.54.131,57235,443,TCP,186,51084,2.0910801842288893,0,3.607538560783609,0,https,SUCCESS,normal,none,evt_000065
2026-08-02 20:08:22+00:00,10.0.9.123,10.0.8.16,22940,443,TCP,169,39697,5.745151433361215,0,1.7028357240827745,0,https,SUCCESS,normal,none,evt_000066
2026-08-03 01:36:54+00:00,10.0.1.213,215.60.20.187,59634,22,TCP,122,26842,2.671649228072665,0,3.185900440530259,0,ssh,SUCCESS,normal,none,evt_000067
2026-08-01 05:23:27+00:00,10.0.14.37,10.0.12.130,50871,22,TCP,98,35185,0.42191882383611035,0,2.4554907182847048,0,ssh,SUCCESS,normal,none,evt_000068
2026-08-01 19:29:52+00:00,10.0.3.179,10.0.18.208,59674,443,TCP,109,24871,1.1308097774188433,0,4.492564130402375,0,https,FAILED,normal,none,evt_000069
2026-08-01 04:36:40+00:00,10.0.15.17,192.127.87.70,43537,80,TCP,130,47663,1.6394427636225273,0,3.077931705060891,0,http,SUCCESS,normal,none,evt_000070
2026-08-02 02:34:50+00:00,10.0.12.104,164.180.70.231,41002,443,TCP,190,43505,1.2248394577123225,0,1.5352167855561938,0,https,SUCCESS,normal,none,evt_000071
2026-08-01 15:06:52+00:00,10.0.9.206,90.140.137.46,35170,80,TCP,155,55779,1.1623066117921128,0,3.4626705666581663,0,http,SUCCESS,normal,none,evt_000072
2026-08-01 15:06:59+00:00,10.0.1.144,199.222.101.250,58298,3389,TCP,84,55610,1.935051644925063,0,4.093954427813923,0,rdp,SUCCESS,normal,none,evt_000073
2026-08-01 14:23:00+00:00,10.0.11.96,10.0.6.44,32013,5432,TCP,70,55669,0.19108671585719758,0,4.559974023453085,0,sql,TIMEOUT,normal,none,evt_000074
2026-08-01 13:30:04+00:00,10.0.6.169,188.7.38.155,16341,53,UDP,65,62494,0.12240511092715478,0,4.424546537842184,0,dns,SUCCESS,normal,none,evt_000075
2026-08-03 01:34:43+00:00,10.0.18.23,109.221.92.160,6617,21,TCP,158,36647,3.313431497312114,0,2.118080406537733,0,ftp,SUCCESS,normal,none,evt_000076
2026-08-03 15:15:44+00:00,10.0.7.215,10.0.5.128,28627,80,TCP,108,56356,1.5511614682748909,0,3.3963687746130553,0,http,SUCCESS,normal,none,evt_000077
2026-08-02 00:47:31+00:00,10.0.6.174,10.0.9.79,13284,443,TCP,133,45775,3.0118564901789653,0,3.7236082241120116,0,https,SUCCESS,normal,none,evt_000078
2026-08-01 06:35:21+00:00,10.0.14.208,10.0.4.141,19763,443,TCP,145,43328,1.5694536436331996,0,3.567934655878405,0,https,SUCCESS,normal,none,evt_000079
2026-08-02 08:09:05+00:00,10.0.5.98,10.0.13.58,5365,443,TCP,106,42365,4.9910587343324515,0,2.518747419097093,0,https,SUCCESS,normal,none,evt_000080
2026-08-03 07:12:06+00:00,10.0.14.220,178.61.46.169,54750,80,TCP,75,49741,0.9279208338154126,0,3.9743982153422093,0,http,SUCCESS,normal,none,evt_000081
2026-08-02 14:04:23+00:00,10.0.12.8,10.0.10.154,39471,80,TCP,99,28527,0.408949739812075,0,2.8532311584804027,0,http,SUCCESS,normal,none,evt_000082
2026-08-02 13:25:25+00:00,10.0.11.180,10.0.9.223,31626,21,TCP,122,60231,1.0781591948904587,1,3.807130043032676,0,ftp,SUCCESS,normal,none,evt_000083
2026-08-03 09:56:26+00:00,10.0.3.192,51.245.206.56,38151,53,UDP,113,60967,3.7274617972820243,0,3.1309755817214264,0,dns,SUCCESS,normal,none,evt_000084
2026-08-02 15:17:54+00:00,10.0.8.42,219.131.61.96,59747,443,TCP,110,26703,1.6356227466451356,0,5.157973707516621,0,https,SUCCESS,normal,none,evt_000085
2026-08-02 23:48:44+00:00,10.0.6.241,10.0.16.90,28611,443,TCP,137,44676,0.42190898418047096,0,4.6962373990156925,0,https,SUCCESS,normal,none,evt_000086
2026-08-03 18:48:43+00:00,10.0.16.171,10.0.5.197,11357,80,TCP,101,51904,0.6545472941756034,0,2.9982397277534303,0,http,SUCCESS,normal,none,evt_000087
2026-08-03 08:14:45+00:00,10.0.14.69,75.205.128.198,23512,53,UDP,86,24145,1.150355405488799,0,2.285726795598637,0,dns,SUCCESS,normal,none,evt_000088
2026-08-03 13:46:54+00:00,10.0.3.224,10.0.4.237,52063,443,TCP,196,43992,0.5324707403373838,1,1.9923630030847224,0,https,SUCCESS,normal,none,evt_000089
2026-08-02 20:30:12+00:00,10.0.8.44,10.0.13.68,24871,25,TCP,80,51095,4.056619910902782,0,3.671875482091733,0,smtp,SUCCESS,normal,none,evt_000090
2026-08-03 14:39:08+00:00,10.0.3.161,184.92.115.13,17739,5432,TCP,157,60605,2.5372142507115565,0,2.0349511200069834,0,sql,SUCCESS,normal,none,evt_000091
2026-08-03 21:16:12+00:00,10.0.10.20,91.140.180.147,12650,22,TCP,125,33750,4.486228451059963,0,2.8708853580529197,0,ssh,SUCCESS,normal,none,evt_000092
2026-08-02 11:19:20+00:00,10.0.0.118,10.0.12.200,43991,80,TCP,52,43376,7.648869617717651,0,3.4668451085205154,0,http,SUCCESS,normal,none,evt_000093
2026-08-01 00:18:49+00:00,59.146.54.236,10.0.15.88,24642,620,TCP,2,143,0.025979017687219295,2,106.76023471550286,0,unknown,REFUSED,anomaly,port_scan,evt_000094
2026-08-01 15:16:45+00:00,10.0.11.82,175.223.109.110,52393,53,UDP,119,42758,0.7820725333686028,0,2.4282497328826853,0,dns,SUCCESS,normal,none,evt_000095
2026-08-01 10:24:00+00:00,10.0.12.180,10.0.5.99,45311,443,TCP,120,72126,1.0049784484584103,0,3.2421233031981354,0,https,SUCCESS,normal,none,evt_000096
2026-08-01 07:32:49+00:00,10.0.15.45,10.0.0.29,12442,22,TCP,129,40509,0.47828665605200305,0,2.169679564590468,0,ssh,SUCCESS,normal,none,evt_000097
2026-08-03 23:03:01+00:00,10.0.13.242,10.0.9.25,58110,80,TCP,111,47188,3.943504498307773,0,4.7425057584471775,0,http,SUCCESS,normal,none,evt_000098
2026-08-02 11:50:51+00:00,10.0.1.57,10.0.14.61,43248,22,TCP,85,58774,1.5116201686921364,0,3.0209281619698176,0,ssh,SUCCESS,normal,none,evt_000099
2026-08-01 13:33:07+00:00,10.0.13.78,10.0.19.75,47309,443,TCP,105,56011,5.173546932024187,0,3.4523871249188276,0,https,SUCCESS,normal,none,evt_000100
2026-08-02 06:07:10+00:00,10.0.2.33,10.0.12.222,26446,21,TCP,83,53537,8.653221813375131,0,3.264028805934314,0,ftp,SUCCESS,normal,none,evt_000101
2026-08-01 19:14:45+00:00,10.0.10.190,10.0.8.247,18051,22,TCP,142,37835,4.6136945708147294,0,2.3139346665874547,0,ssh,SUCCESS,normal,none,evt_000102
2026-08-02 01:06:12+00:00,10.0.17.170,10.0.14.153,5527,3389,TCP,64,43185,1.362700619588423,0,1.5803925572148085,0,rdp,SUCCESS,normal,none,evt_000103
2026-08-02 09:15:18+00:00,10.0.14.86,133.25.9.22,9549,5432,TCP,135,33728,1.9314176971723829,0,2.4577018310133365,0,sql,SUCCESS,normal,none,evt_000104
2026-08-01 07:30:45+00:00,10.0.17.198,10.0.15.93,59158,25,TCP,70,7796,0.9757871789663204,0,1.900974170141643,0,smtp,TIMEOUT,normal,none,evt_000105
2026-08-01 00:43:22+00:00,10.0.11.93,10.0.19.180,42841,53,UDP,100,59401,1.5495110033228099,1,2.5077324069725773,0,dns,SUCCESS,normal,none,evt_000106
2026-08-03 02:44:49+00:00,10.0.8.19,109.218.67.167,30595,53,UDP,43,82659,1.0082105428270107,0,2.1561939677594113,0,dns,SUCCESS,normal,none,evt_000107
2026-08-03 04:56:51+00:00,10.0.5.85,10.0.8.143,58564,443,TCP,107,38378,5.088004208013865,0,4.889135830801516,0,https,SUCCESS,normal,none,evt_000108
2026-08-02 20:05:25+00:00,10.0.10.27,10.0.9.157,61912,53,UDP,108,68275,3.1748280182616235,0,4.327712167162221,0,dns,SUCCESS,normal,none,evt_000109
2026-08-03 23:01:13+00:00,10.0.14.96,191.163.253.175,53628,443,TCP,75,86295,7.510944914005931,0,3.635865619870877,0,https,SUCCESS,normal,none,evt_000110
2026-08-02 13:46:07+00:00,10.0.11.221,10.0.18.115,10725,53,UDP,219,27396,1.0591365893198152,0,2.2930115068906063,0,dns,SUCCESS,normal,none,evt_000111
2026-08-02 05:27:46+00:00,10.0.7.154,24.125.65.59,13339,53,UDP,61,58020,0.9355319599893086,0,5.870220499911429,0,dns,SUCCESS,normal,none,evt_000112
2026-08-02 13:55:39+00:00,10.0.17.2,189.76.186.196,3024,22,TCP,160,69559,0.445464089323597,0,1.8379926640785944,0,ssh,SUCCESS,normal,none,evt_000113
2026-08-02 22:38:56+00:00,10.0.0.157,10.0.15.115,13843,80,TCP,153,30043,0.20956262483858862,0,3.8513989481498703,0,http,FAILED,normal,none,evt_000114
2026-08-02 13:41:10+00:00,10.0.4.117,101.151.192.111,18114,25,TCP,124,57768,1.8270607921062494,0,2.3787458594148627,0,smtp,SUCCESS,normal,none,evt_000115
2026-08-01 14:09:02+00:00,10.0.1.118,10.0.2.221,24685,53,UDP,140,53964,7.968686920547265,0,2.039689040735401,0,dns,SUCCESS,normal,none,evt_000116
2026-08-01 20:06:32+00:00,10.0.6.221,27.113.70.110,54461,22,TCP,103,39055,5.076995393672879,0,2.9182378444830452,0,ssh,SUCCESS,normal,none,evt_000117
2026-08-02 00:08:26+00:00,10.0.3.137,10.0.10.207,57535,443,TCP,146,46420,1.4473891211190888,0,3.296602267696396,0,https,SUCCESS,normal,none,evt_000118
2026-08-02 11:53:39+00:00,10.0.14.223,119.44.240.241,51348,443,TCP,162,49896,0.38142218793272226,0,3.7446850393594255,0,https,SUCCESS,normal,none,evt_000119
2026-08-01 00:02:12+00:00,107.37.111.60,10.0.10.58,47891,22,TCP,12,1549,0.18863271746686422,4,19.29288065625844,3,ssh,FAILED,anomaly,brute_force,evt_000120
2026-08-02 06:30:06+00:00,10.0.12.4,10.0.6.14,23973,53,UDP,117,47674,6.933107565569918,1,4.966293753680974,0,dns,SUCCESS,normal,none,evt_000121
2026-08-02 21:49:24+00:00,10.0.8.244,137.64.60.224,29806,3389,TCP,65,51520,0.2806111903002184,0,4.251730707459069,0,rdp,SUCCESS,normal,none,evt_000122
2026-08-01 20:08:36+00:00,10.0.11.80,10.0.3.18,40515,443,TCP,62,37945,2.2871091128963625,0,4.48684391112527,0,https,SUCCESS,normal,none,evt_000123
2026-08-01 16:07:19+00:00,10.0.19.21,137.216.90.136,44858,3389,TCP,110,81873,0.4576114952883005,0,3.7770889236740226,0,rdp,SUCCESS,normal,none,evt_000124
2026-08-01 00:07:05+00:00,59.146.54.236,10.0.15.88,21297,395,TCP,2,148,0.027116598857304178,1,197.65263560260166,0,unknown,REFUSED,anomaly,port_scan,evt_000125
2026-08-03 19:58:14+00:00,10.0.15.52,10.0.8.78,40552,3389,TCP,57,27298,7.317362420702338,0,1.9397394524406997,0,rdp,SUCCESS,normal,none,evt_000126
2026-08-02 23:38:01+00:00,10.0.2.74,158.136.180.49,7702,53,UDP,58,37809,1.2037338414150964,0,3.4390700322008714,0,dns,SUCCESS,normal,none,evt_000127
2026-08-01 17:22:10+00:00,10.0.9.44,10.0.10.229,55940,80,TCP,128,44194,0.30894638423659765,0,2.3068070227599806,1,http,SUCCESS,normal,none,evt_000128
2026-08-01 10:11:51+00:00,10.0.7.19,10.0.10.170,45217,443,TCP,116,53497,1.7361833261299655,0,3.5321107880741778,1,https,SUCCESS,normal,none,evt_000129
2026-08-03 13:53:10+00:00,10.0.12.155,10.0.5.98,24922,80,TCP,243,46040,3.1428915386443705,0,1.0372723694271404,0,http,SUCCESS,normal,none,evt_000130
2026-08-03 18:54:54+00:00,10.0.2.58,10.0.11.61,26643,21,TCP,56,45220,1.0281561247754274,0,5.083230175032213,0,ftp,SUCCESS,normal,none,evt_000131
2026-08-01 05:54:08+00:00,10.0.13.84,160.144.182.58,60015,443,TCP,98,41236,1.1653516732101241,0,3.5400731460309993,0,https,FAILED,normal,none,evt_000132
2026-08-01 22:09:40+00:00,10.0.13.7,10.0.19.51,7405,443,TCP,117,46259,5.351677944630802,0,1.3893898003549117,0,https,SUCCESS,normal,none,evt_000133
2026-08-03 21:36:45+00:00,10.0.14.248,10.0.3.172,45293,443,TCP,112,47157,1.1338659647850402,0,3.3277948086482914,0,https,SUCCESS,normal,none,evt_000134
2026-08-02 07:26:35+00:00,10.0.3.29,29.45.251.69,3919,80,TCP,161,57659,4.86539580039431,0,0.5342864307896478,0,http,SUCCESS,normal,none,evt_000135
2026-08-02 17:25:21+00:00,10.0.13.65,10.0.11.19,22483,443,TCP,75,38644,1.0437506384870876,1,4.474705338284441,0,https,SUCCESS,normal,none,evt_000136
2026-08-01 20:48:05+00:00,10.0.13.2,10.0.0.209,40112,80,TCP,68,22767,3.4941227785531996,0,3.8993206796732887,0,http,SUCCESS,normal,none,evt_000137
2026-08-02 00:24:14+00:00,10.0.19.126,10.0.13.195,63546,21,TCP,105,56062,2.6696231400024164,0,1.8599735341073025,0,ftp,SUCCESS,normal,none,evt_000138
2026-08-02 19:02:50+00:00,10.0.15.41,10.0.12.123,52203,80,TCP,145,27164,11.204044210580445,0,4.654524406979002,0,http,SUCCESS,normal,none,evt_000139
2026-08-01 23:48:52+00:00,10.0.18.154,111.136.85.113,29676,53,UDP,131,45792,1.4161606567970662,0,1.1571268940149502,0,dns,SUCCESS,normal,none,evt_000140
2026-08-02 19:04:06+00:00,10.0.12.114,173.133.221.12,3374,22,TCP,126,53689,4.411858910369975,0,3.5820981204769557,0,ssh,SUCCESS,normal,none,evt_000141
2026-08-02 06:20:20+00:00,10.0.12.129,173.158.1.31,42492,443,TCP,49,28318,0.6045167429939058,0,5.841338203018079,0,https,SUCCESS,normal,none,evt_000142
2026-08-03 21:38:56+00:00,10.0.14.2,10.0.6.169,7387,80,TCP,54,12532,0.3184138035545314,0,2.6600685989752084,0,http,SUCCESS,normal,none,evt_000143
2026-08-01 07:23:16+00:00,10.0.3.59,10.0.8.98,5655,22,TCP,160,49348,0.05330086179430684,0,3.814228741680034,0,ssh,SUCCESS,normal,none,evt_000144
2026-08-01 19:17:53+00:00,10.0.8.45,180.242.132.139,45616,80,TCP,153,53376,1.5694916139549133,0,1.5920180349571251,0,http,SUCCESS,normal,none,evt_000145
2026-08-02 05:45:25+00:00,10.0.8.55,10.0.12.236,42939,53,UDP,133,53898,6.070079076864289,0,3.6343400658655,0,dns,SUCCESS,normal,none,evt_000146
2026-08-02 05:57:38+00:00,10.0.6.187,181.111.166.178,43789,21,TCP,167,52045,3.518537620167227,0,3.138217059783348,0,ftp,SUCCESS,normal,none,evt_000147
2026-08-03 12:45:46+00:00,10.0.17.248,111.238.33.251,28270,443,TCP,144,34194,0.8650667061529944,0,5.067707873727011,0,https,SUCCESS,normal,none,evt_000148
2026-08-01 11:46:53+00:00,10.0.3.20,139.124.203.136,60603,443,TCP,160,44496,4.292181125872458,0,4.137340390228611,0,https,SUCCESS,normal,none,evt_000149
2026-08-02 21:48:07+00:00,10.0.13.166,114.77.155.193,32633,443,TCP,120,17048,2.461740519600786,0,4.967926808238718,0,https,FAILED,normal,none,evt_000150
2026-08-01 03:48:40+00:00,10.0.14.205,10.0.0.148,46964,5432,TCP,154,60943,0.5847350311525555,0,1.0996107347552582,0,sql,SUCCESS,normal,none,evt_000151
2026-08-02 14:59:09+00:00,10.0.18.101,131.106.248.154,10887,53,UDP,44,32312,3.410158143492903,0,3.3598605352723343,0,dns,SUCCESS,normal,none,evt_000152
2026-08-02 12:01:07+00:00,10.0.5.224,10.0.11.9,51773,80,TCP,119,29096,0.4082587004073996,0,2.8694014595121713,0,http,FAILED,normal,none,evt_000153
2026-08-03 22:31:06+00:00,10.0.10.46,10.0.5.151,54004,25,TCP,134,68597,1.116603039697372,0,2.4954741978571673,0,smtp,SUCCESS,normal,none,evt_000154
